4536092,ELMORE COMMUNITY HOSPITAL,"500 HOSPITAL DRIVE, PO BOX 130",WETUMPKA,AL,36092,GENERAL ACUTE CARE,69,32.55226697,-86.18639645,69
4636401,EVERGREEN MEDICAL CENTER,"101 CRESTVIEW AVENUE, PO BOX 706",EVERGREEN,AL,36401,GENERAL ACUTE CARE,58,31.43079857,-86.94048359,58
4835555,FAYETTE MEDICAL CENTER,"1653 TEMPLE AVENUE NORTH, PO DRAWER 710",FAYETTE,AL,35555,GENERAL ACUTE CARE,61,33.70817814,-87.82468898,61
1636302,FLOWERS HOSPITAL,"4370 WEST MAIN STREET, PO BOX 6907",DOTHAN,AL,36305,GENERAL ACUTE CARE,235,31.23742999,-85.45704246,235
2735960,FLOYD CHEROKEE MEDICAL CENTER,400 NORTHWOOD DRIVE,CENTRE,AL,35960,GENERAL ACUTE CARE,60,34.1614583,-85.65108878,60
4935903,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,GENERAL ACUTE CARE,346,34.00773628,-85.96598214,346
13535243,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,GENERAL ACUTE CARE,434,33.43293355,-86.71744146,434
5235462,GREENE COUNTY HEALTH SYSTEM,509 WILSON AVENUE,EUTAW,AL,35462,GENERAL ACUTE CARE,20,32.84324894,-87.89048348,20
5536451,GROVE HILL MEMORIAL HOSPITAL,"295 JACKSON HIGHWAY S, PO BOX 935",GROVE HILL,AL,36451,GENERAL ACUTE CARE,50,31.6943023,-87.77602463,50
5736744,HALE COUNTY HOSPITAL,508 GREENE STREET,GREENSBORO,AL,36744,GENERAL ACUTE CARE,39,32.69537224,-87.58693419,39
6035660,HELEN KELLER MEMORIAL HOSPITAL,"1300 SMONTGOMERY AVENUE, PO BOX 610",SHEFFIELD,AL,35660,GENERAL ACUTE CARE,185,34.74595015,-87.70026146,185
6135768,HIGHLANDS MEDICAL CENTER,"380 WOODS COVE ROAD, PO BOX 1050",SCOTTSBORO,AL,35768,GENERAL ACUTE CARE,170,34.66203793,-86.0474908,170
6236925,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,GENERAL ACUTE CARE,33,32.49199422,-88.29552376,33
6335801,THE HUNTSVILLE HOSPITAL,101 SIVLEY ROAD,HUNTSVILLE,AL,35801,GENERAL ACUTE CARE,881,34.7214331,-86.58080551,881
6436726,J. PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,GENERAL ACUTE CARE,30,31.99752515,-87.30025784,30
6536867,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,GENERAL ACUTE CARE,70,32.50801426,-85.00888474,70
6636106,"JACKSON HOSPITAL AND CLINIC, INC",1725 PINE STREET,MONTGOMERY,AL,36106,GENERAL ACUTE CARE,344,32.366953,-86.28538554,344
6736545,JACKSON MEDICAL CENTER,"220 HOSPITAL DRIVE, PO BOX 428",JACKSON,AL,36545,GENERAL ACUTE CARE,35,31.53106846,-87.89513456,35
6936853,LAKE MARTIN COMMUNITY HOSPITAL,"201 MARIARDEN ROAD, PO BOX 629",DADEVILLE,AL,36853,GENERAL ACUTE CARE,46,32.81859857,-85.74113991,46
7035565,LAKELAND COMMUNITY HOSPITAL,"42024 HIGHWAY 195, PO BOX 780",HALEYVILLE,AL,35565,GENERAL ACUTE CARE,49,34.24191187,-87.5913658,49
8835650,LAWRENCE MEDICAL CENTER,"202 HOSPITAL STREET, PO BOX 39",MOULTON,AL,35650,GENERAL ACUTE CARE,98,34.48341465,-87.28531044,98
7135758,MADISON HOSPITAL,8375 HIGHWAY 72 WEST,MADISON,AL,35758,GENERAL ACUTE CARE,90,34.74706004,-86.76452788,90
7335976,MARSHALL MEDICAL CENTERS NORTH CAMPUS,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,GENERAL ACUTE CARE,90,34.36491335,-86.42135153,90
9135957,MARSHALL MEDICAL CENTERS SOUTH CAMPUS,"2505 US HIGHWAY 431 SOUTH, PO DRAWER 758",BOAZ,AL,35957,GENERAL ACUTE CARE,150,34.22146585,-86.16062817,150
5136027,MEDICAL CENTER BARBOUR,820 WEST WASHINGTON STREET,EUFAULA,AL,36027,GENERAL ACUTE CARE,74,31.88864508,-85.15640542,74
5336330,MEDICAL CENTER ENTERPRISE,400 NORTH EDWARDS STREET,ENTERPRISE,AL,36330,GENERAL ACUTE CARE,131,31.3187724,-85.85536974,131
5435021,"MEDICAL WEST HOSPITAL AUTHORITY, AN AFFILIATE OF UAB HEALTH SYSTEM",995 NINTH AVENUE SOUTHWEST,BESSEMER,AL,35022,GENERAL ACUTE CARE,310,33.37184831,-86.99074849,310
5636467,MIZELL MEMORIAL HOSPITAL,"702 MAIN STREET, PO BOX 1010",OPP,AL,36467,GENERAL ACUTE CARE,99,31.29195824,-86.25452692,99
13636652,MOBILE INFIRMARY MEDICAL CENTER,"5 MOBILE INFIRMARY CIRCLE, PO BOX 2144",MOBILE,AL,36607,GENERAL ACUTE CARE,681,30.69572496,-88.07977619,681
7836461,MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE, PO BOX 886",MONROEVILLE,AL,36460,GENERAL ACUTE CARE,94,31.4978172,-87.32076663,94
196784188,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,AL,35630,GENERAL ACUTE CARE,263,34.80509816,-87.65082721,263
9436507,NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE, PO BOX 1409",BAY MINETTE,AL,36507,GENERAL ACUTE CARE,78,30.90393436,-87.7850225,78
4735570,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,GENERAL ACUTE CARE,49,34.12597718,-87.99076878,49
91636202,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,"400 EAST 10TH STREET, PO BOX 2208",ANNISTON,AL,36202,GENERAL ACUTE CARE,338,33.65557526,-85.82324214,338
7435476,NORTHPORT MEDICAL CENTER,2700 HOSPITAL DRIVE,NORTHPORT,AL,35476,GENERAL ACUTE CARE,204,33.23398145,-87.5709109,204
10035594,NORTHWEST MEDICAL CENTER,1530 U S HWY 43,WINFIELD,AL,35594,GENERAL ACUTE CARE,49,33.93053767,-87.82452474,49
7636067,PRATTVILLE BAPTIST HOSPITAL,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067,GENERAL ACUTE CARE,107,32.46389172,-86.45225293,107
335211,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SW,BIRMINGHAM,AL,35211,GENERAL ACUTE CARE,505,33.49800653,-86.84718778,505
10136685,PROVIDENCE HOSPITAL,"6801 AIRPORT BOULEVARD, PO BOX 850429",MOBILE,AL,36685,GENERAL ACUTE CARE,349,30.67932766,-88.19907937,349
10235582,RED BAY HOSPITAL,"211 HOSPITAL ROAD, PO BOX 490",RED BAY,AL,35582,CRITICAL ACCESS,25,34.45810576,-88.14732506,25
4036037,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 LV STABLER DRIVE,GREENVILLE,AL,36037,GENERAL ACUTE CARE,72,31.8290344,-86.6463642,72
10335999,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,GENERAL ACUTE CARE,281,34.00432554,-86.00342706,281
10435010,RUSSELL MEDICAL CENTER,"3316 HIGHWAY 280, PO BOX 939",ALEXANDER CITY,AL,35010,GENERAL ACUTE CARE,81,32.93021327,-85.96956615,81
10535653,RUSSELLVILLE HOSPITAL,"15155 HIGHWAY 43, PO BOX 1089",RUSSELLVILLE,AL,35653,GENERAL ACUTE CARE,100,34.51081812,-87.71838607,100
10735007,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,GENERAL ACUTE CARE,252,33.25236487,-86.81304301,252
10935661,SHOALS HOSPITAL,"201 W AVALON AVENUE, PO BOX 3359",MUSCLE SHOALS,AL,35661,GENERAL ACUTE CARE,198,34.74719296,-87.67621342,198
8636535,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,GENERAL ACUTE CARE,112,30.42583568,-87.68468565,112
11036301,SOUTHEAST HEALTH MEDICAL CENTER,"1108 ROSS CLARK CIRCLE, PO BOX 6987",DOTHAN,AL,36301,GENERAL ACUTE CARE,420,31.21630365,-85.36363112,420
11136608,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,GENERAL ACUTE CARE,263,30.68451749,-88.13133629,263
8935205,ST. VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,GENERAL ACUTE CARE,409,33.50747717,-86.78912153,409
11235121,ST. VINCENT'S BLOUNT,"150 GILBREATH DRIVE, PO BOX 1000",ONEONTA,AL,35121,CRITICAL ACCESS,40,33.92965073,-86.49411863,40
172435046,ST. VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35046,GENERAL ACUTE CARE,30,32.880286,-86.62279,30
9035235,ST. VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,GENERAL ACUTE CARE,362,33.59615452,-86.66761102,362
11635125,ST. VINCENT'S ST.CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,GENERAL ACUTE CARE,40,33.60399242,-86.30223929,40
11336201,STRINGFELLOW MEMORIAL HOSPITAL,"301 EAST 18TH STREET, PO BOX 38",ANNISTON,AL,36207,GENERAL ACUTE CARE,125,33.6682359,-85.82371273,125
195436278,TANNER MEDICAL CENTER - EAST ALABAMA,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,CRITICAL ACCESS,15,33.295332,-85.480689,15
11536532,THOMAS HOSPITAL,"750 MORPHY AVENUE, PO DRAWER 929",FAIRHOPE,AL,36532,GENERAL ACUTE CARE,176,30.51887903,-87.88944744,176
196784234,THOMASVILLE REGIONAL MEDICAL CENTER,300 MEDICAL PARK DRIVE,THOMASVILLE,AL,36784,GENERAL ACUTE CARE,29,31.8761846,-87.745143,29
11736081,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,GENERAL ACUTE CARE,97,31.78151565,-85.94556625,97
11935233,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH NINETEENTH STREET,BIRMINGHAM,AL,35233,GENERAL ACUTE CARE,1157,33.50560329,-86.8020354,1157
9836617,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,AL,36617,GENERAL ACUTE CARE,406,30.70706198,-88.09833486,406
9936701,VAUGHAN REGIONAL MEDICAL CENTER - PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,GENERAL ACUTE CARE,175,32.42946521,-87.05597305,175
12035502,WALKER BAPTIST MEDICAL CENTER,"3400 HIGHWAY 78, EAST, PO BOX 3547",JASPER,AL,35502,GENERAL ACUTE CARE,267,33.8427289,-87.23599958,267
12236518,WASHINGTON COUNTY HOSPITAL,"14600 ST STEPHENS AVENUE, PO BOX 1299",CHATOM,AL,36518,CRITICAL ACCESS,25,31.45953815,-88.23507989,25
91836732,WHITFIELD REGIONAL HOSPITAL,105 US HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,GENERAL ACUTE CARE,99,32.50478853,-87.8363988,99
10836340,WIREGRASS MEDICAL CENTER,1200 WEST MAPLE AVENUE,GENEVA,AL,36340,GENERAL ACUTE CARE,83,31.04879399,-85.89253669,83
899508,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,GENERAL ACUTE CARE,250,61.21073914,-149.82898817,250
1799801,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,GENERAL ACUTE CARE,73,58.32907951,-134.46515263,73
699669,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,GENERAL ACUTE CARE,49,60.49316905,-151.07782696,49
1299701,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES ST,FAIRBANKS,AK,99701,GENERAL ACUTE CARE,152,64.83174471,-147.73939282,152
2499645,MAT - SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,GENERAL ACUTE CARE,125,61.56289358,-149.25831116,125
196784305,MAT - SU REGIONAL OUTPATIENT CENTER,950 E BOGARD,WASILLA,AK,99654,GENERAL ACUTE CARE,-999,61.5864231,-149.4270914,-999
1099508,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DR,ANCHORAGE,AK,99508,GENERAL ACUTE CARE,401,61.18876288,-149.8199587,401
2199574,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE,CORDOVA,AK,99574,CRITICAL ACCESS,23,60.54125477,-145.75064915,23
196784307,KANAKANAK - BRISTOL BAY,6000 KANAKANAK RD,DILLINGHAM,AK,99576,CRITICAL ACCESS,16,59.0000942,-158.5355047,16
499901,KETCHIKAN MEDICAL CENTER,3100 TONGASS AVE,KETCHIKAN,AK,99901,CRITICAL ACCESS,25,55.35371869,-131.68578842,25
2399762,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVE,NOME,AK,99762,CRITICAL ACCESS,18,64.49950291,-165.37840769,18
2599833,PETERSBURG MEDICAL CENTER,103 FRAM ST,PETERSBURG,AK,99833,CRITICAL ACCESS,12,56.81288408,-132.95520506,12
1699615,PROVIDENCE KODIAK ISLAND MEDICAL CENTER,1915 E REZANOF DR,KODIAK,AK,99615,CRITICAL ACCESS,25,57.80089998,-152.37560773,25
599664,PROVIDENCE SEWARD MEDICAL AND CARE CENTER,417 FIRST AVE,SEWARD,AK,99664,CRITICAL ACCESS,6,60.10502011,-149.44642548,6
2699686,PROVIDENCE VALDEZ MEDICAL CENTER,911 MEALS AVE,VALDEZ,AK,99686,CRITICAL ACCESS,11,61.13653378,-146.34655167,11
60599723,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,UTQIAGVIK,AK,99723,CRITICAL ACCESS,10,71.29772504,-156.72903697,10
399603,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,CRITICAL ACCESS,22,59.65247012,-151.55012983,22
1999929,WRANGELL MEDICAL CENTER - SEARHC,310 BENNETT ST,WRANGELL,AK,99929,CRITICAL ACCESS,8,56.47178239,-132.3758039,8
60399588,CROSS ROAD MEDICAL CENTER,"187 GLENN HWY, PO BOX 5",GLENNALLEN,AK,99588,GENERAL ACUTE CARE,4,62.108932,-145.540928,4
196784308,ILIULIUK FAMILY AND HEALTH SERVICES INC,"34 LAVELLE CT, PO BOX 144",UNALASKA,AK,99685,GENERAL ACUTE CARE,4,53.8722442,-166.5393244,4
6785541,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,CRITICAL ACCESS,25,34.23007678,-111.32065115,25
2085602,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,CRITICAL ACCESS,22,31.96510498,-110.3081187,22
2985501,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,CRITICAL ACCESS,25,33.40604436,-110.82640787,25
3085603,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,CRITICAL ACCESS,14,31.41781096,-109.88302823,14
196784309,DHHS IHS PHOENIX AREA,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,CRITICAL ACCESS,-999,35.8021344,-110.42669889,-999
2285621,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,CRITICAL ACCESS,25,31.34028688,-110.95974713,25
5185344,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,CRITICAL ACCESS,25,34.13643248,-114.28521966,25
5286047,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,CRITICAL ACCESS,25,35.03580769,-110.69250885,25
196784310,NAVAJO HEALTH FOUNDATION,HIGHWAY 264 WEST AND 191 SOUTH,GANADO,AZ,86505,CRITICAL ACCESS,25,35.71074582,-109.54355573,25
6185643,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,CRITICAL ACCESS,24,32.2649674,-109.83814424,24
6586040,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,CRITICAL ACCESS,25,36.91764799,-111.46358713,25
9985938,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,CRITICAL ACCESS,21,34.13173504,-109.28525796,21
10085390,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,CRITICAL ACCESS,19,33.97836374,-112.73993184,19
64585016,ABRAZO ARIZONA HEART HOSPITAL,1930 EAST THOMAS ROAD,PHOENIX,AZ,85016,GENERAL ACUTE CARE,59,33.48086723,-112.03966773,59
685308,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,GENERAL ACUTE CARE,217,33.6550542,-112.20158176,217
196784316,ABRAZO CAVE CREEK HOSPITAL,5227 EAST CAREFREE HIGHWAY,CAVE CREEK,AZ,85331,GENERAL ACUTE CARE,-999,33.79868574,-111.96854787,-999
67485015,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,GENERAL ACUTE CARE,206,33.52481593,-112.10218155,206
196784267,ABRAZO MESA HOSPITAL,5750 EAST BASELINE ROAD,MESA,AZ,85206,GENERAL ACUTE CARE,8,33.380214,-111.7082731,8
6685032,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,GENERAL ACUTE CARE,120,33.63975818,-111.99746997,120
196784317,ABRAZO SURPRISE HOSPITAL,16815 WEST BELL ROAD,SURPRISE,AZ,85374,GENERAL ACUTE CARE,8,33.6374373,-112.4206714,8
9685338,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,GENERAL ACUTE CARE,200,33.46158845,-112.35340015,200
1685006,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,GENERAL ACUTE CARE,766,33.46442144,-112.05738174,766
985206,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,GENERAL ACUTE CARE,359,33.4110054,-111.68799961,359
1185351,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,GENERAL ACUTE CARE,410,33.60423473,-112.28366707,410
66885222,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,GENERAL ACUTE CARE,141,32.88115523,-111.71074859,141
1285375,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,GENERAL ACUTE CARE,391,33.65968943,-112.37250587,391
1385202,BANNER DESERT MEDICAL CENTER,1400 SOUTH DOBSON ROAD,MESA,AZ,85202,GENERAL ACUTE CARE,605,33.38947716,-111.87756751,605
1485037,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,GENERAL ACUTE CARE,317,33.47860714,-112.25779128,317
1585234,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,GENERAL ACUTE CARE,177,33.38475362,-111.72300023,177
64885120,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,GENERAL ACUTE CARE,20,33.39427956,-111.5671567,20
196784318,BANNER HEALTH,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286,GENERAL ACUTE CARE,94,33.28557024,-111.85675526,94
1785206,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,GENERAL ACUTE CARE,111,33.41169207,-111.68649231,111
1885140,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,GENERAL ACUTE CARE,89,33.21443538,-111.56559085,89
1985306,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,GENERAL ACUTE CARE,595,33.6083543,-112.17968539,595
67885713,BANNER - UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,GENERAL ACUTE CARE,245,32.1758547,-110.93069873,245
16085635,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,GENERAL ACUTE CARE,100,31.5524178,-110.22977963,100
196784265,CARONDELET MARANA HOSPITAL,5620 CORTARO FARMS ROAD,TUCSON,AZ,85742,GENERAL ACUTE CARE,8,32.36090043,-111.08531186,8
196784203,DHEW IND HLTH SV - HLTH SV AND MNTH HLTH ADM,"200 WEST HOSPITAL DRIVE, PO BOX 860",WHITERIVER,AZ,85941,GENERAL ACUTE CARE,-999,33.876549,-109.95906629,-999
3586503,DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,CRITICAL ACCESS,-999,36.15760286,-109.6081006,-999
67185224,DIGNITY COMMUNITY CARE,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,GENERAL ACUTE CARE,429,33.29739077,-111.87461186,429
16185339,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,GENERAL ACUTE CARE,16,33.3802854,-112.1670055,16
187385212,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,85212,GENERAL ACUTE CARE,50,33.35075182,-111.63696248,50
3286001,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,GENERAL ACUTE CARE,268,35.20964623,-111.6439482,268
10685132,FLORENCE HOSPITAL,4545 NORTH HUNT HIGHWAY,FLORENCE,AZ,85132,GENERAL ACUTE CARE,36,33.07313487,-111.48568867,36
196784319,"FORT DEFIANCE INDIAN HOSPITAL BOARD, INC","CORNER OF ROUTES N12 AND N7, PO BOX 649",FORT DEFIANCE,AZ,86504,GENERAL ACUTE CARE,-999,35.75930577,-109.04848784,-999
65285251,GREENBAUM SPECIALITY SURGICAL HOSPITAL,3535 NORTH SCOTTSDALE ROAD,SCOTTSDALE,AZ,85251,GENERAL ACUTE CARE,26,33.49019104,-111.92555162,26
3786403,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,GENERAL ACUTE CARE,152,34.48045399,-114.33878975,152
